order_id,product_id,poduct_name,statut,order_price,order_date,purchase_address,depense_projet,Revenue_projet
100067,102,BeWallet,en cours,639747.8,2021-08-13,Dakar,91916.875,547830.94
100068,105,ERP,termine,1426224.9,2022-05-06,Douala,115846.164,1310378.8
100069,103,Tatami,termine,320914.7,2021-05-21,Yaounde,91830.25,229084.44
100070,105,ERP,termine,18054.58,2020-02-29,Yaounde,115846.164,-97791.586
100071,100,JeTchoko,termine,1165566.1,2022-11-02,Kribi,147904.62,1017661.5
100072,101,Messago,en cours,59620.65,2022-01-31,Douala,96618.19,-36997.54
100073,105,ERP,termine,182977.23,2022-02-15,Dakar,115846.164,67131.07
100074,103,Tatami,termine,1410673.4,2022-02-26,Libreville,91830.25,1318843.1
100075,103,Tatami,termine,1850599.6,2021-03-15,Libreville,91830.25,1758769.4
100076,103,Tatami,termine,1795045.8,2022-05-26,Abidjan,91830.25,1703215.5
100077,103,Tatami,termine,917921.56,2021-04-14,Douala,91830.25,826091.3
100078,101,Messago,en cours,569114.8,2022-07-28,Yaounde,96618.19,472496.62
100079,104,WebEngine,en cours,555145.4,2020-12-15,Kribi,132529.0,422616.38
100080,103,Tatami,termine,179652.56,2022-09-07,Libreville,91830.25,87822.31
100081,100,JeTchoko,termine,634210.06,2020-03-26,Libreville,147904.62,486305.44
100082,102,BeWallet,en cours,1757376.8,2020-08-10,Dakar,91916.875,1665459.9
100083,100,JeTchoko,termine,301142.25,2020-11-17,Abidjan,147904.62,153237.62
100084,103,Tatami,termine,775017.2,2020-03-24,Dakar,91830.25,683186.94
100085,105,ERP,termine,1867500.4,2022-03-22,Libreville,115846.164,1751654.2
100086,102,BeWallet,en cours,994687.1,2021-12-23,Yaounde,91916.875,902770.25
100087,105,ERP,termine,1274988.2,2020-04-26,Douala,115846.164,1159142.1
100088,105,ERP,termine,10255.21,2022-07-20,Douala,115846.164,-105590.95
100089,101,Messago,en cours,1946621.8,2020-10-14,Douala,96618.19,1850003.5
100090,101,Messago,en cours,1907956.8,2022-07-04,Douala,96618.19,1811338.5
100091,100,JeTchoko,termine,780307.7,2021-11-11,Yaounde,147904.62,632403.06
100092,103,Tatami,termine,51968.73,2020-09-09,Dakar,91830.25,-39861.52
100093,104,WebEngine,en cours,1098895.6,2020-07-19,Dakar,132529.0,966366.6
100094,100,JeTchoko,termine,720085.2,2022-05-12,Dakar,147904.62,572180.56
100095,104,WebEngine,en cours,1215432.2,2020-08-31,Libreville,132529.0,1082903.2
100096,103,Tatami,termine,13099.95,2022-01-11,Douala,91830.25,-78730.3
100097,100,JeTchoko,termine,296549.4,2022-08-18,Abidjan,147904.62,148644.78
100098,100,JeTchoko,termine,1616120.2,2020-05-07,Douala,147904.62,1468215.6
100099,105,ERP,termine,196436.19,2022-02-22,Libreville,115846.164,80590.02
100100,100,JeTchoko,termine,1445177.6,2021-05-18,Kribi,147904.62,1297273.0
100101,100,JeTchoko,termine,52331.31,2019-10-16,Abidjan,147904.62,-95573.31
100102,102,BeWallet,en cours,807750.06,2022-06-04,Yaounde,91916.875,715833.2
100103,101,Messago,en cours,1633042.5,2019-10-01,Abidjan,96618.19,1536424.2
100104,103,Tatami,termine,908821.6,2022-02-27,Kribi,91830.25,816991.4
100105,102,BeWallet,en cours,114187.46,2020-08-25,Douala,91916.875,22270.586
100106,105,ERP,termine,1592609.5,2020-03-02,Dakar,115846.164,1476763.4
100107,103,Tatami,termine,1948488.5,2020-12-24,Dakar,91830.25,1856658.2
100108,101,Messago,en cours,1653755.4,2021-12-10,Libreville,96618.19,1557137.2
100109,102,BeWallet,en cours,1392831.8,2021-05-20,Dakar,91916.875,1300914.9
100110,100,JeTchoko,termine,1105082.9,2020-04-08,Kribi,147904.62,957178.25
100111,103,Tatami,termine,1187017.0,2022-01-30,Douala,91830.25,1095186.8
100112,105,ERP,termine,1351152.8,2020-10-10,Yaounde,115846.164,1235306.6
100113,104,WebEngine,en cours,423785.56,2022-02-04,Yaounde,132529.0,291256.56
100114,102,BeWallet,en cours,1907646.5,2019-11-27,Abidjan,91916.875,1815729.6
100115,104,WebEngine,en cours,18461.4,2022-07-28,Kribi,132529.0,-114067.6
100116,100,JeTchoko,termine,157986.5,2021-10-17,Abidjan,147904.62,10081.875
100117,105,ERP,termine,1696251.8,2022-10-08,Yaounde,115846.164,1580405.6
100118,102,BeWallet,en cours,114290.53,2021-05-30,Abidjan,91916.875,22373.656
100119,101,Messago,en cours,440641.53,2020-03-30,Dakar,96618.19,344023.34
100120,102,BeWallet,en cours,1004374.56,2020-08-23,Dakar,91916.875,912457.7
100121,102,BeWallet,en cours,1790767.6,2020-08-25,Dakar,91916.875,1698850.8
100122,104,WebEngine,en cours,319459.94,2020-02-09,Yaounde,132529.0,186930.94
100123,101,Messago,en cours,112280.84,2022-05-02,Abidjan,96618.19,15662.656
100124,105,ERP,termine,847348.25,2020-03-13,Abidjan,115846.164,731502.06
100125,104,WebEngine,en cours,1738356.2,2022-08-22,Libreville,132529.0,1605827.2
100126,103,Tatami,termine,693089.94,2020-12-04,Yaounde,91830.25,601259.7
100127,101,Messago,en cours,1339963.5,2022-12-18,Kribi,96618.19,1243345.2
100128,101,Messago,en cours,918528.8,2022-09-30,Yaounde,96618.19,821910.6
100129,105,ERP,termine,1723175.9,2020-03-02,Kribi,115846.164,1607329.8
100130,105,ERP,termine,191162.8,2022-08-27,Abidjan,115846.164,75316.63
100131,100,JeTchoko,termine,1973689.2,2022-08-26,Abidjan,147904.62,1825784.6
100132,105,ERP,termine,1540718.9,2020-08-11,Douala,115846.164,1424872.8
100133,102,BeWallet,en cours,1662691.8,2022-11-01,Kribi,91916.875,1570774.9
100134,103,Tatami,termine,1542673.8,2019-11-08,Dakar,91830.25,1450843.5
100135,100,JeTchoko,termine,1904900.9,2022-04-18,Abidjan,147904.62,1756996.2
100136,104,WebEngine,en cours,1709525.6,2020-10-23,Libreville,132529.0,1576996.6
100137,102,BeWallet,en cours,1133449.2,2021-03-10,Yaounde,91916.875,1041532.4
100138,103,Tatami,termine,1459727.2,2022-06-23,Libreville,91830.25,1367897.0
100139,100,JeTchoko,termine,564303.6,2020-07-22,Kribi,147904.62,416399.0
100140,101,Messago,en cours,1772847.9,2021-02-13,Kribi,96618.19,1676229.8
100141,102,BeWallet,en cours,966496.75,2021-11-24,Abidjan,91916.875,874579.9
100142,105,ERP,termine,1879916.2,2020-12-27,Douala,115846.164,1764070.1
100143,105,ERP,termine,156320.48,2019-11-12,Douala,115846.164,40474.32
100144,104,WebEngine,en cours,1653186.9,2021-07-19,Kribi,132529.0,1520657.9
100145,102,BeWallet,en cours,294965.84,2021-02-28,Kribi,91916.875,203048.97
100146,100,JeTchoko,termine,993141.7,2021-12-25,Douala,147904.62,845237.06
100147,105,ERP,termine,1651209.0,2019-12-10,Dakar,115846.164,1535362.9
100148,104,WebEngine,en cours,1062181.1,2020-10-15,Kribi,132529.0,929652.1
100149,105,ERP,termine,814653.25,2022-10-25,Kribi,115846.164,698807.06
100150,101,Messago,en cours,1609811.4,2021-02-23,Dakar,96618.19,1513193.2
100151,103,Tatami,termine,714269.75,2021-05-16,Libreville,91830.25,622439.5
100152,103,Tatami,termine,489826.2,2020-10-16,Douala,91830.25,397995.94
100153,101,Messago,en cours,178598.06,2021-10-03,Libreville,96618.19,81979.875
100154,101,Messago,en cours,96931.64,2022-12-21,Douala,96618.19,313.45312
100155,101,Messago,en cours,1437122.9,2021-05-29,Yaounde,96618.19,1340504.8
100156,105,ERP,termine,1676232.9,2022-06-21,Dakar,115846.164,1560386.8
100157,100,JeTchoko,termine,1412955.0,2020-06-08,Yaounde,147904.62,1265050.4
100158,105,ERP,termine,725245.94,2021-01-19,Libreville,115846.164,609399.75
100159,102,BeWallet,en cours,1058381.4,2022-05-20,Yaounde,91916.875,966464.5
100160,104,WebEngine,en cours,1973011.2,2021-02-14,Libreville,132529.0,1840482.2
100161,103,Tatami,termine,758501.25,2020-03-07,Abidjan,91830.25,666671.0
100162,101,Messago,en cours,1972833.4,2022-10-13,Libreville,96618.19,1876215.2
100163,101,Messago,en cours,945487.25,2022-01-02,Libreville,96618.19,848869.06
100164,105,ERP,termine,1489034.2,2021-12-08,Libreville,115846.164,1373188.1
100165,103,Tatami,termine,198662.9,2020-10-09,Yaounde,91830.25,106832.66
100166,102,BeWallet,en cours,1518620.8,2020-09-24,Dakar,91916.875,1426703.9
100167,104,WebEngine,en cours,1276988.0,2020-09-18,Abidjan,132529.0,1144459.0
100168,104,WebEngine,en cours,823585.7,2021-04-30,Libreville,132529.0,691056.7
100169,100,JeTchoko,termine,163424.66,2021-06-03,Douala,147904.62,15520.031
100170,100,JeTchoko,termine,1098450.6,2020-04-30,Abidjan,147904.62,950546.0
100171,100,JeTchoko,termine,545950.3,2021-07-31,Dakar,147904.62,398045.7
100172,105,ERP,termine,1461214.1,2022-12-10,Libreville,115846.164,1345368.0
100173,101,Messago,en cours,1812534.4,2022-01-07,Dakar,96618.19,1715916.2
100174,105,ERP,termine,669507.6,2022-09-12,Yaounde,115846.164,553661.44
100175,103,Tatami,termine,1358502.0,2022-07-29,Yaounde,91830.25,1266671.8
100176,100,JeTchoko,termine,1147078.0,2022-02-15,Yaounde,147904.62,999173.4
100177,105,ERP,termine,1960607.0,2021-02-05,Douala,115846.164,1844760.9
100178,102,BeWallet,en cours,71947.34,2020-10-06,Dakar,91916.875,-19969.531
100179,101,Messago,en cours,1143405.9,2020-04-15,Kribi,96618.19,1046787.7
100180,105,ERP,termine,362029.97,2022-05-10,Kribi,115846.164,246183.81
100181,100,JeTchoko,termine,355620.28,2022-05-30,Dakar,147904.62,207715.66
100182,101,Messago,en cours,1539779.2,2020-05-06,Douala,96618.19,1443161.0
100183,105,ERP,termine,1463167.4,2021-03-30,Kribi,115846.164,1347321.2
100184,101,Messago,en cours,1835764.6,2021-03-09,Abidjan,96618.19,1739146.5
100185,104,WebEngine,en cours,102169.35,2022-06-18,Libreville,132529.0,-30359.648
100186,101,Messago,en cours,406756.22,2021-01-14,Libreville,96618.19,310138.03
100187,100,JeTchoko,termine,1952642.0,2020-06-14,Libreville,147904.62,1804737.4
100188,102,BeWallet,en cours,835550.75,2022-10-27,Kribi,91916.875,743633.9
100189,105,ERP,termine,382946.84,2022-07-31,Abidjan,115846.164,267100.7
100190,100,JeTchoko,termine,621484.06,2022-01-01,Libreville,147904.62,473579.44
100191,104,WebEngine,en cours,596284.4,2021-11-04,Dakar,132529.0,463755.38
100192,102,BeWallet,en cours,1020609.6,2021-09-29,Dakar,91916.875,928692.75
100193,101,Messago,en cours,117549.35,2021-01-30,Abidjan,96618.19,20931.164
100194,100,JeTchoko,termine,392283.25,2021-07-11,Dakar,147904.62,244378.62
100195,102,BeWallet,en cours,921876.75,2022-03-04,Libreville,91916.875,829959.9
100196,103,Tatami,termine,875620.5,2020-11-11,Douala,91830.25,783790.25
100197,102,BeWallet,en cours,14659.09,2021-03-12,Kribi,91916.875,-77257.78
100198,100,JeTchoko,termine,794695.9,2019-12-02,Dakar,147904.62,646791.25
100199,105,ERP,termine,822941.25,2020-03-08,Yaounde,115846.164,707095.06
100200,101,Messago,en cours,1805994.9,2020-12-24,Libreville,96618.19,1709376.8
100201,100,JeTchoko,termine,214255.3,2021-07-20,Abidjan,147904.62,66350.67
100202,100,JeTchoko,termine,1686713.4,2021-12-06,Yaounde,147904.62,1538808.8
100203,105,ERP,termine,604215.2,2020-05-26,Kribi,115846.164,488369.03
100204,102,BeWallet,en cours,226351.44,2021-09-13,Yaounde,91916.875,134434.56
100205,100,JeTchoko,termine,633627.0,2020-07-24,Yaounde,147904.62,485722.38
100206,101,Messago,en cours,723069.9,2019-12-13,Kribi,96618.19,626451.7
100207,100,JeTchoko,termine,1652182.9,2021-12-17,Dakar,147904.62,1504278.2
100208,105,ERP,termine,80597.81,2020-12-31,Yaounde,115846.164,-35248.35
100209,100,JeTchoko,termine,1964804.4,2019-12-12,Libreville,147904.62,1816899.8
100210,102,BeWallet,en cours,1221796.0,2022-05-19,Yaounde,91916.875,1129879.1
100211,101,Messago,en cours,1631793.4,2022-05-21,Yaounde,96618.19,1535175.2
100212,100,JeTchoko,termine,131322.78,2022-10-31,Dakar,147904.62,-16581.844
100213,102,BeWallet,en cours,1072618.5,2021-09-19,Yaounde,91916.875,980701.6
100214,104,WebEngine,en cours,1451033.1,2021-08-02,Abidjan,132529.0,1318504.1
100215,101,Messago,en cours,1374195.6,2022-09-19,Abidjan,96618.19,1277577.5
100216,104,WebEngine,en cours,838444.75,2020-10-28,Abidjan,132529.0,705915.75
100217,101,Messago,en cours,606883.6,2019-10-24,Abidjan,96618.19,510265.44
100218,100,JeTchoko,termine,1538820.1,2021-10-13,Abidjan,147904.62,1390915.5
100219,100,JeTchoko,termine,1064734.8,2022-07-10,Douala,147904.62,916830.1
100220,103,Tatami,termine,178918.23,2020-11-17,Kribi,91830.25,87087.984
100221,102,BeWallet,en cours,397156.12,2020-01-11,Yaounde,91916.875,305239.25
100222,100,JeTchoko,termine,968505.2,2020-06-24,Libreville,147904.62,820600.56
100223,103,Tatami,termine,572935.9,2019-10-26,Dakar,91830.25,481105.62
100224,102,BeWallet,en cours,1876485.1,2022-10-26,Yaounde,91916.875,1784568.2
100225,105,ERP,termine,749281.06,2020-02-29,Kribi,115846.164,633434.9
100226,102,BeWallet,en cours,1243682.9,2022-02-14,Yaounde,91916.875,1151766.0
100227,102,BeWallet,en cours,1992849.6,2020-08-02,Abidjan,91916.875,1900932.8
100228,105,ERP,termine,170387.08,2021-09-08,Dakar,115846.164,54540.914
100229,105,ERP,termine,1783381.9,2019-12-03,Abidjan,115846.164,1667535.8
100230,100,JeTchoko,termine,862835.56,2022-12-19,Libreville,147904.62,714930.94
100231,105,ERP,termine,1260615.0,2020-04-15,Libreville,115846.164,1144768.9
100232,103,Tatami,termine,829336.5,2019-12-31,Abidjan,91830.25,737506.25
100233,100,JeTchoko,termine,685759.75,2022-07-26,Libreville,147904.62,537855.1
100234,102,BeWallet,en cours,682584.25,2020-01-02,Yaounde,91916.875,590667.4
100235,100,JeTchoko,termine,1562801.4,2021-01-18,Kribi,147904.62,1414896.8
100236,105,ERP,termine,1106304.9,2021-01-27,Dakar,115846.164,990458.7
100237,102,BeWallet,en cours,1131686.2,2021-07-20,Libreville,91916.875,1039769.4
100238,104,WebEngine,en cours,1085117.1,2022-10-12,Libreville,132529.0,952588.1
100239,100,JeTchoko,termine,238331.64,2022-12-04,Kribi,147904.62,90427.016
100240,101,Messago,en cours,280622.5,2022-02-27,Kribi,96618.19,184004.31
100241,100,JeTchoko,termine,822838.2,2021-01-20,Libreville,147904.62,674933.56
100242,102,BeWallet,en cours,855553.75,2020-04-12,Douala,91916.875,763636.9
100243,100,JeTchoko,termine,15710.13,2021-02-19,Kribi,147904.62,-132194.5
100244,100,JeTchoko,termine,1777382.1,2021-08-16,Yaounde,147904.62,1629477.5
100245,104,WebEngine,en cours,453236.16,2020-01-07,Abidjan,132529.0,320707.16
100246,103,Tatami,termine,1339803.0,2022-08-08,Kribi,91830.25,1247972.8
100247,103,Tatami,termine,1493840.5,2021-09-30,Douala,91830.25,1402010.2
100248,105,ERP,termine,460583.16,2022-09-18,Yaounde,115846.164,344737.0
100249,105,ERP,termine,1807706.1,2021-11-15,Kribi,115846.164,1691860.0
100250,103,Tatami,termine,1183497.8,2022-07-03,Dakar,91830.25,1091667.5
100251,105,ERP,termine,1004931.2,2021-06-16,Yaounde,115846.164,889085.0
100252,105,ERP,termine,1174366.0,2022-01-04,Yaounde,115846.164,1058519.9
100253,103,Tatami,termine,1018170.3,2021-07-24,Douala,91830.25,926340.06
100254,103,Tatami,termine,138918.62,2022-03-11,Douala,91830.25,47088.375
100255,101,Messago,en cours,215478.88,2021-05-23,Abidjan,96618.19,118860.69
100256,101,Messago,en cours,892741.2,2022-03-19,Yaounde,96618.19,796123.0
100257,101,Messago,en cours,1899827.0,2021-06-07,Douala,96618.19,1803208.8
100258,101,Messago,en cours,44375.08,2021-06-08,Dakar,96618.19,-52243.11
100259,102,BeWallet,en cours,779177.9,2020-08-26,Dakar,91916.875,687261.0
100260,104,WebEngine,en cours,1812888.2,2022-03-29,Kribi,132529.0,1680359.2
100261,104,WebEngine,en cours,1717081.1,2019-12-30,Yaounde,132529.0,1584552.1
100262,103,Tatami,termine,1843717.2,2022-07-22,Yaounde,91830.25,1751887.0
100263,105,ERP,termine,540591.3,2021-11-24,Dakar,115846.164,424745.16
100264,104,WebEngine,en cours,1973445.4,2022-12-22,Yaounde,132529.0,1840916.4
100265,100,JeTchoko,termine,1206376.8,2019-10-02,Dakar,147904.62,1058472.1
100266,103,Tatami,termine,1822043.2,2021-11-30,Yaounde,91830.25,1730213.0
100267,102,BeWallet,en cours,612450.75,2020-05-20,Kribi,91916.875,520533.88
100268,100,JeTchoko,termine,1875736.5,2022-09-27,Dakar,147904.62,1727831.9
100269,100,JeTchoko,termine,1959161.0,2020-05-12,Yaounde,147904.62,1811256.4
100270,104,WebEngine,en cours,383821.56,2022-06-03,Douala,132529.0,251292.56
100271,104,WebEngine,en cours,1829081.9,2021-04-19,Douala,132529.0,1696552.9
100272,100,JeTchoko,termine,9411.36,2021-04-05,Kribi,147904.62,-138493.27
100273,103,Tatami,termine,1197488.2,2022-10-09,Abidjan,91830.25,1105658.0
100274,105,ERP,termine,1548628.9,2020-11-20,Libreville,115846.164,1432782.8
100275,100,JeTchoko,termine,664464.5,2020-02-13,Yaounde,147904.62,516559.88
100276,102,BeWallet,en cours,283986.3,2021-02-02,Dakar,91916.875,192069.44
100277,102,BeWallet,en cours,1109048.1,2022-06-23,Libreville,91916.875,1017131.25
100278,100,JeTchoko,termine,1303599.8,2022-10-19,Yaounde,147904.62,1155695.1
100279,104,WebEngine,en cours,1885449.8,2022-08-07,Abidjan,132529.0,1752920.8
100280,105,ERP,termine,264776.3,2020-02-26,Dakar,115846.164,148930.16
100281,105,ERP,termine,1903686.0,2022-10-08,Abidjan,115846.164,1787839.9
100282,103,Tatami,termine,1059691.8,2019-11-26,Kribi,91830.25,967861.5
100283,101,Messago,en cours,443402.44,2021-08-15,Dakar,96618.19,346784.25
100284,102,BeWallet,en cours,988942.2,2019-11-12,Dakar,91916.875,897025.3
100285,105,ERP,termine,1285425.8,2020-12-10,Douala,115846.164,1169579.6
100286,103,Tatami,termine,774044.3,2022-07-04,Douala,91830.25,682214.06
100287,104,WebEngine,en cours,220070.92,2022-03-05,Yaounde,132529.0,87541.92
100288,100,JeTchoko,termine,1977917.2,2022-06-09,Kribi,147904.62,1830012.6
100289,104,WebEngine,en cours,1943324.6,2021-05-13,Dakar,132529.0,1810795.6
100290,103,Tatami,termine,1486267.9,2019-12-13,Yaounde,91830.25,1394437.6
100291,102,BeWallet,en cours,1123295.0,2020-03-02,Dakar,91916.875,1031378.1
100292,103,Tatami,termine,211319.69,2022-06-03,Dakar,91830.25,119489.44
100293,104,WebEngine,en cours,787089.9,2020-01-24,Douala,132529.0,654560.9
100294,104,WebEngine,en cours,1600457.6,2020-05-19,Kribi,132529.0,1467928.6
100295,104,WebEngine,en cours,1545633.9,2020-10-07,Abidjan,132529.0,1413104.9
100296,104,WebEngine,en cours,1937067.0,2019-10-02,Libreville,132529.0,1804538.0
100297,101,Messago,en cours,1676858.0,2022-09-15,Kribi,96618.19,1580239.8
100298,102,BeWallet,en cours,568491.56,2020-04-11,Kribi,91916.875,476574.7
100299,104,WebEngine,en cours,1783312.5,2020-05-15,Douala,132529.0,1650783.5
100300,102,BeWallet,en cours,1906045.9,2020-07-25,Dakar,91916.875,1814129.0
100301,103,Tatami,termine,1360153.9,2020-09-24,Abidjan,91830.25,1268323.6
100302,103,Tatami,termine,1281705.2,2021-09-30,Abidjan,91830.25,1189875.0
100303,105,ERP,termine,122672.55,2022-03-22,Libreville,115846.164,6826.383
100304,104,WebEngine,en cours,1068541.6,2021-04-28,Kribi,132529.0,936012.6
100305,101,Messago,en cours,334541.97,2020-11-07,Dakar,96618.19,237923.78
100306,103,Tatami,termine,1196451.2,2022-06-18,Douala,91830.25,1104621.0
100307,105,ERP,termine,1639012.9,2020-05-05,Abidjan,115846.164,1523166.8
100308,103,Tatami,termine,1906013.1,2021-08-11,Abidjan,91830.25,1814182.9
100309,100,JeTchoko,termine,1975773.9,2020-02-23,Douala,147904.62,1827869.2
100310,105,ERP,termine,1467161.1,2022-10-17,Libreville,115846.164,1351315.0
100311,105,ERP,termine,1940039.2,2022-11-25,Yaounde,115846.164,1824193.1
100312,105,ERP,termine,437068.34,2020-09-26,Kribi,115846.164,321222.2
100313,102,BeWallet,en cours,1736723.1,2021-08-13,Libreville,91916.875,1644806.2
100314,102,BeWallet,en cours,999725.8,2019-11-13,Abidjan,91916.875,907808.94
100315,104,WebEngine,en cours,991034.2,2021-07-01,Kribi,132529.0,858505.2
100316,101,Messago,en cours,1987996.4,2020-12-17,Yaounde,96618.19,1891378.2
100317,105,ERP,termine,114960.57,2020-11-29,Kribi,115846.164,-885.59375
100318,104,WebEngine,en cours,975052.7,2020-11-25,Douala,132529.0,842523.7
100319,100,JeTchoko,termine,1743210.8,2020-05-01,Libreville,147904.62,1595306.1
100320,102,BeWallet,en cours,886208.3,2020-07-05,Douala,91916.875,794291.44
100321,102,BeWallet,en cours,180756.03,2020-02-28,Douala,91916.875,88839.16
100322,105,ERP,termine,1424743.2,2021-03-21,Dakar,115846.164,1308897.1
100323,100,JeTchoko,termine,328934.97,2022-01-02,Libreville,147904.62,181030.34
100324,104,WebEngine,en cours,1474767.4,2021-12-12,Yaounde,132529.0,1342238.4
100325,105,ERP,termine,870942.6,2019-11-02,Kribi,115846.164,755096.44
100326,102,BeWallet,en cours,971409.8,2022-06-21,Dakar,91916.875,879492.94
100327,105,ERP,termine,126408.77,2022-04-15,Yaounde,115846.164,10562.609
100328,105,ERP,termine,1668109.8,2020-10-14,Libreville,115846.164,1552263.6
100329,101,Messago,en cours,748938.5,2020-08-25,Kribi,96618.19,652320.3
100330,105,ERP,termine,580222.8,2022-03-30,Yaounde,115846.164,464376.66
