order_id,product_id,order_price,order_date,purchase_address,payement_methode
100083,100,301142.25,2020-11-17,Abidjan,
100084,103,775017.19,2020-03-24,Dakar,
100085,105,1867500.43,2022-03-22,Libreville,
100086,102,994687.1,2021-12-23,Yaounde,
100087,105,1274988.24,2020-04-26,Douala,
100088,105,10255.21,2022-07-20,Douala,
100089,101,1946621.7,2020-10-14,Douala,
100090,101,1907956.81,2022-07-04,Douala,
100091,100,780307.67,2021-11-11,Yaounde,
100092,103,51968.73,2020-09-09,Dakar,
100093,104,1098895.59,2020-07-19,Dakar,
100094,100,720085.16,2022-05-12,Dakar,
100095,104,1215432.31,2020-08-31,Libreville,
100096,103,13099.95,2022-01-11,Douala,
100097,100,296549.41,2022-08-18,Abidjan,
100098,100,1616120.31,2020-05-07,Douala,
100099,105,196436.18,2022-02-22,Libreville,
100100,100,1445177.59,2021-05-18,Kribi,
100101,100,52331.31,2019-10-16,Abidjan,
100102,102,807750.06,2022-06-04,Yaounde,
100103,101,1633042.49,2019-10-01,Abidjan,
100104,103,908821.64,2022-02-27,Kribi,
100105,102,114187.46,2020-08-25,Douala,
100106,105,1592609.47,2020-03-02,Dakar,
100107,103,1948488.47,2020-12-24,Dakar,
100108,101,1653755.4,2021-12-10,Libreville,
100109,102,1392831.74,2021-05-20,Dakar,
100110,100,1105082.83,2020-04-08,Kribi,
100111,103,1187016.96,2022-01-30,Douala,
100112,105,1351152.78,2020-10-10,Yaounde,
100113,104,423785.56,2022-02-04,Yaounde,
100114,102,1907646.54,2019-11-27,Abidjan,
100115,104,18461.4,2022-07-28,Kribi,
100116,100,157986.5,2021-10-17,Abidjan,
100117,105,1696251.77,2022-10-08,Yaounde,
100118,102,114290.53,2021-05-30,Abidjan,
100119,101,440641.53,2020-03-30,Dakar,
100120,102,1004374.57,2020-08-23,Dakar,
100121,102,1790767.57,2020-08-25,Dakar,
100122,104,319459.93,2020-02-09,Yaounde,
100123,101,112280.84,2022-05-02,Abidjan,
100124,105,847348.25,2020-03-13,Abidjan,
100125,104,1738356.29,2022-08-22,Libreville,
100126,103,693089.94,2020-12-04,Yaounde,
100127,101,1339963.5,2022-12-18,Kribi,
100128,101,918528.79,2022-09-30,Yaounde,
100129,105,1723175.92,2020-03-02,Kribi,
100130,105,191162.8,2022-08-27,Abidjan,
100131,100,1973689.31,2022-08-26,Abidjan,
100132,105,1540718.91,2020-08-11,Douala,
100133,102,1662691.72,2022-11-01,Kribi,
100134,103,1542673.79,2019-11-08,Dakar,
100135,100,1904900.83,2022-04-18,Abidjan,
100136,104,1709525.67,2020-10-23,Libreville,
100137,102,1133449.21,2021-03-10,Yaounde,
100138,103,1459727.2,2022-06-23,Libreville,
100139,100,564303.61,2020-07-22,Kribi,
100140,101,1772847.92,2021-02-13,Kribi,
100141,102,966496.73,2021-11-24,Abidjan,
100142,105,1879916.22,2020-12-27,Douala,
100143,105,156320.49,2019-11-12,Douala,
100144,104,1653186.82,2021-07-19,Kribi,
100145,102,294965.85,2021-02-28,Kribi,
100146,100,993141.7,2021-12-25,Douala,
100147,105,1651208.94,2019-12-10,Dakar,
100148,104,1062181.1,2020-10-15,Kribi,
100149,105,814653.27,2022-10-25,Kribi,
100150,101,1609811.38,2021-02-23,Dakar,
100151,103,714269.77,2021-05-16,Libreville,
100152,103,489826.2,2020-10-16,Douala,
100153,101,178598.07,2021-10-03,Libreville,
100154,101,96931.64,2022-12-21,Douala,
100155,101,1437122.93,2021-05-29,Yaounde,
100156,105,1676232.92,2022-06-21,Dakar,
100157,100,1412954.96,2020-06-08,Yaounde,
100158,105,725245.95,2021-01-19,Libreville,
100159,102,1058381.37,2022-05-20,Yaounde,
100160,104,1973011.29,2021-02-14,Libreville,
100161,103,758501.23,2020-03-07,Abidjan,
100162,101,1972833.39,2022-10-13,Libreville,
100163,101,945487.23,2022-01-02,Libreville,
100164,105,1489034.27,2021-12-08,Libreville,
100165,103,198662.91,2020-10-09,Yaounde,
100166,102,1518620.69,2020-09-24,Dakar,
100167,104,1276987.94,2020-09-18,Abidjan,
100168,104,823585.71,2021-04-30,Libreville,
100169,100,163424.65,2021-06-03,Douala,
100170,100,1098450.65,2020-04-30,Abidjan,
100171,100,545950.31,2021-07-31,Dakar,
100172,105,1461214.15,2022-12-10,Libreville,
100173,101,1812534.34,2022-01-07,Dakar,
100174,105,669507.6,2022-09-12,Yaounde,
100175,103,1358502,2022-07-29,Yaounde,
100176,100,1147078.04,2022-02-15,Yaounde,
100177,105,1960607.05,2021-02-05,Douala,
100178,102,71947.34,2020-10-06,Dakar,
100179,101,1143405.88,2020-04-15,Kribi,
100180,105,362029.96,2022-05-10,Kribi,
100181,100,355620.29,2022-05-30,Dakar,
100182,101,1539779.21,2020-05-06,Douala,
100183,105,1463167.37,2021-03-30,Kribi,
100184,101,1835764.63,2021-03-09,Abidjan,
100185,104,102169.35,2022-06-18,Libreville,
100186,101,406756.22,2021-01-14,Libreville,
100187,100,1952642.02,2020-06-14,Libreville,
100188,102,835550.78,2022-10-27,Kribi,
100189,105,382946.84,2022-07-31,Abidjan,
100190,100,621484.06,2022-01-01,Libreville,
100191,104,596284.35,2021-11-04,Dakar,
100192,102,1020609.61,2021-09-29,Dakar,
100193,101,117549.35,2021-01-30,Abidjan,
100194,100,392283.26,2021-07-11,Dakar,
100195,102,921876.73,2022-03-04,Libreville,
100196,103,875620.5,2020-11-11,Douala,
100197,102,14659.09,2021-03-12,Kribi,
100198,100,794695.89,2019-12-02,Dakar,
100199,105,822941.23,2020-03-08,Yaounde,
100200,101,1805994.87,2020-12-24,Libreville,
100201,100,214255.3,2021-07-20,Abidjan,
100202,100,1686713.32,2021-12-06,Yaounde,
100203,105,604215.17,2020-05-26,Kribi,
100204,102,226351.44,2021-09-13,Yaounde,
100205,100,633627.03,2020-07-24,Yaounde,
100206,101,723069.85,2019-12-13,Kribi,
100207,100,1652182.93,2021-12-17,Dakar,
100208,105,80597.81,2020-12-31,Yaounde,
100209,100,1964804.34,2019-12-12,Libreville,
100210,102,1221796.03,2022-05-19,Yaounde,
100211,101,1631793.42,2022-05-21,Yaounde,
100212,100,131322.78,2022-10-31,Dakar,
100213,102,1072618.48,2021-09-19,Yaounde,
100214,104,1451033.11,2021-08-02,Abidjan,
100215,101,1374195.65,2022-09-19,Abidjan,
100216,104,838444.78,2020-10-28,Abidjan,
100217,101,606883.62,2019-10-24,Abidjan,
100218,100,1538820.08,2021-10-13,Abidjan,
100219,100,1064734.72,2022-07-10,Douala,
100220,103,178918.23,2020-11-17,Kribi,
100221,102,397156.11,2020-01-11,Yaounde,
100222,100,968505.18,2020-06-24,Libreville,
100223,103,572935.9,2019-10-26,Dakar,
100224,102,1876485.07,2022-10-26,Yaounde,
100225,105,749281.05,2020-02-29,Kribi,
100226,102,1243682.9,2022-02-14,Yaounde,
100227,102,1992849.58,2020-08-02,Abidjan,
100228,105,170387.08,2021-09-08,Dakar,
100229,105,1783381.93,2019-12-03,Abidjan,
100230,100,862835.55,2022-12-19,Libreville,
100231,105,1260615.05,2020-04-15,Libreville,
100232,103,829336.53,2019-12-31,Abidjan,
100233,100,685759.73,2022-07-26,Libreville,
100234,102,682584.24,2020-01-02,Yaounde,
100235,100,1562801.42,2021-01-18,Kribi,
100236,105,1106304.9,2021-01-27,Dakar,
100237,102,1131686.22,2021-07-20,Libreville,
100238,104,1085117.15,2022-10-12,Libreville,
100239,100,238331.64,2022-12-04,Kribi,
100240,101,280622.49,2022-02-27,Kribi,
100241,100,822838.18,2021-01-20,Libreville,
100242,102,855553.76,2020-04-12,Douala,
100243,100,15710.13,2021-02-19,Kribi,
100244,100,1777382.13,2021-08-16,Yaounde,
100245,104,453236.16,2020-01-07,Abidjan,
100246,103,1339803.03,2022-08-08,Kribi,
100247,103,1493840.47,2021-09-30,Douala,
100248,105,460583.17,2022-09-18,Yaounde,
100249,105,1807706.08,2021-11-15,Kribi,
100250,103,1183497.69,2022-07-03,Dakar,
100251,105,1004931.2,2021-06-16,Yaounde,
100252,105,1174366.04,2022-01-04,Yaounde,
100253,103,1018170.3,2021-07-24,Douala,
100254,103,138918.63,2022-03-11,Douala,
100255,101,215478.88,2021-05-23,Abidjan,
100256,101,892741.18,2022-03-19,Yaounde,
100257,101,1899827,2021-06-07,Douala,
100258,101,44375.08,2021-06-08,Dakar,
100259,102,779177.88,2020-08-26,Dakar,
100260,104,1812888.29,2022-03-29,Kribi,
100261,104,1717081.07,2019-12-30,Yaounde,
100262,103,1843717.25,2022-07-22,Yaounde,
100263,105,540591.33,2021-11-24,Dakar,
100264,104,1973445.33,2022-12-22,Yaounde,
100265,100,1206376.75,2019-10-02,Dakar,
100266,103,1822043.31,2021-11-30,Yaounde,
100267,102,612450.74,2020-05-20,Kribi,
100268,100,1875736.49,2022-09-27,Dakar,
100269,100,1959161.05,2020-05-12,Yaounde,
100270,104,383821.56,2022-06-03,Douala,
100271,104,1829081.9,2021-04-19,Douala,
100272,100,9411.36,2021-04-05,Kribi,
100273,103,1197488.24,2022-10-09,Abidjan,
100274,105,1548628.89,2020-11-20,Libreville,
100275,100,664464.49,2020-02-13,Yaounde,
100276,102,283986.3,2021-02-02,Dakar,
100277,102,1109048.18,2022-06-23,Libreville,
100278,100,1303599.76,2022-10-19,Yaounde,
100279,104,1885449.76,2022-08-07,Abidjan,
100280,105,264776.31,2020-02-26,Dakar,
100281,105,1903686.01,2022-10-08,Abidjan,
100282,103,1059691.81,2019-11-26,Kribi,
100283,101,443402.43,2021-08-15,Dakar,
100284,102,988942.19,2019-11-12,Dakar,
100285,105,1285425.78,2020-12-10,Douala,
100286,103,774044.34,2022-07-04,Douala,
100287,104,220070.92,2022-03-05,Yaounde,
100288,100,1977917.3,2022-06-09,Kribi,
100289,104,1943324.66,2021-05-13,Dakar,
100290,103,1486267.91,2019-12-13,Yaounde,
100291,102,1123294.98,2020-03-02,Dakar,
100292,103,211319.69,2022-06-03,Dakar,
100293,104,787089.86,2020-01-24,Douala,
100294,104,1600457.65,2020-05-19,Kribi,
100295,104,1545633.84,2020-10-07,Abidjan,
100296,104,1937067.05,2019-10-02,Libreville,
100297,101,1676858.02,2022-09-15,Kribi,
100298,102,568491.58,2020-04-11,Kribi,
100299,104,1783312.49,2020-05-15,Douala,
100300,102,1906045.88,2020-07-25,Dakar,
100301,103,1360153.87,2020-09-24,Abidjan,
100302,103,1281705.24,2021-09-30,Abidjan,
100303,105,122672.55,2022-03-22,Libreville,
100304,104,1068541.63,2021-04-28,Kribi,
100305,101,334541.98,2020-11-07,Dakar,
100306,103,1196451.27,2022-06-18,Douala,
100307,105,1639012.83,2020-05-05,Abidjan,
100308,103,1906013.18,2021-08-11,Abidjan,
100309,100,1975773.82,2020-02-23,Douala,
100310,105,1467161.1,2022-10-17,Libreville,
100311,105,1940039.21,2022-11-25,Yaounde,
100312,105,437068.34,2020-09-26,Kribi,
100313,102,1736723.18,2021-08-13,Libreville,
100314,102,999725.81,2019-11-13,Abidjan,
100315,104,991034.17,2021-07-01,Kribi,
100316,101,1987996.37,2020-12-17,Yaounde,
100317,105,114960.57,2020-11-29,Kribi,
100318,104,975052.68,2020-11-25,Douala,
100319,100,1743210.77,2020-05-01,Libreville,
100320,102,886208.29,2020-07-05,Douala,
100321,102,180756.03,2020-02-28,Douala,
100322,105,1424743.28,2021-03-21,Dakar,
100323,100,328934.97,2022-01-02,Libreville,
100324,104,1474767.38,2021-12-12,Yaounde,
100325,105,870942.63,2019-11-02,Kribi,
100326,102,971409.8,2022-06-21,Dakar,
100327,105,126408.77,2022-04-15,Yaounde,
100328,105,1668109.8,2020-10-14,Libreville,
100329,101,748938.49,2020-08-25,Kribi,
100330,105,580222.8,2022-03-30,Yaounde,
100331,100,498324.81,2022-04-02,Abidjan,
100332,102,1391018.63,2020-11-01,Kribi,
100333,101,472116.98,2019-11-29,Douala,
100334,103,1836657.44,2022-03-19,Abidjan,
100335,102,1177719.87,2020-08-27,Libreville,
100336,100,657334.85,2021-05-13,Libreville,
100337,101,702031.75,2021-03-06,Abidjan,
100338,101,756602.84,2022-07-04,Abidjan,
100339,101,1918809.88,2021-11-11,Abidjan,
100340,102,1076301.81,2020-11-04,Dakar,
100341,102,202881.29,2022-04-03,Yaounde,
100342,105,1138717.13,2022-12-21,Kribi,
100343,102,1581287.83,2019-10-05,Yaounde,
100344,102,1996854.51,2021-01-13,Libreville,
100345,105,803656.59,2021-03-26,Libreville,
100346,105,53149.71,2020-05-21,Libreville,
100347,102,1095749.95,2021-09-09,Douala,
100348,102,1529193.08,2022-02-16,Kribi,
100349,102,711501.36,2019-10-03,Douala,
100350,101,1804811.2,2020-03-05,Yaounde,
100351,101,1693939.9,2019-11-04,Dakar,
100352,103,1602369.23,2021-12-12,Libreville,
100353,103,607072.76,2021-07-31,Libreville,
100354,105,176038.95,2021-12-24,Libreville,
100355,105,1720987.63,2022-09-15,Abidjan,
100356,101,1605592.19,2019-12-25,Yaounde,
100357,103,962517.9,2022-08-03,Abidjan,
100358,103,350153.1,2021-03-06,Dakar,
100359,103,1500558.26,2021-05-06,Yaounde,
100360,103,919685.21,2022-03-16,Kribi,
100361,104,104944.16,2021-06-23,Abidjan,
100362,105,829377.77,2020-06-26,Libreville,
100363,105,1783207.46,2020-01-01,Abidjan,
100364,103,116475.05,2021-01-19,Dakar,
100365,103,910269.5,2021-12-13,Yaounde,
100366,101,744763.42,2020-02-17,Yaounde,
100367,100,261355.41,2020-09-10,Kribi,
100368,100,1125715.42,2022-06-11,Yaounde,
100369,100,1705182.45,2020-01-09,Douala,
100370,102,170953.02,2022-10-13,Douala,
100371,103,410879.63,2020-08-24,Libreville,
100372,102,944406.26,2021-05-30,Dakar,
100373,101,1448691.57,2020-10-14,Kribi,
100374,101,874869.28,2021-12-18,Yaounde,
100375,101,49788.75,2022-11-15,Dakar,
100376,105,1783722.91,2022-12-24,Yaounde,
100377,100,1455423.6,2022-03-09,Abidjan,
100378,101,1042633.39,2021-07-24,Douala,
100379,105,790001.55,2021-10-12,Douala,
100380,100,1364012.51,2021-07-25,Libreville,
100381,102,1200510.1,2019-11-11,Yaounde,
100382,101,1655087.76,2022-03-09,Yaounde,
100383,105,1730387.09,2022-07-01,Kribi,
100384,102,771589.68,2022-08-19,Libreville,
100385,104,986334.27,2021-01-13,Libreville,
100386,100,1247275.78,2020-02-12,Abidjan,
100387,104,650310.55,2019-10-07,Douala,
100388,100,546906.63,2019-10-19,Douala,
100389,105,1247648.66,2019-10-15,Libreville,
100390,105,1786029.86,2022-08-27,Kribi,
100391,103,1856036.18,2022-08-14,Dakar,
100392,104,1532119.92,2022-05-21,Libreville,
100393,105,326466.32,2020-02-02,Libreville,
100394,100,849078.06,2021-05-12,Douala,
100395,105,1890146.13,2020-10-24,Abidjan,
100396,105,1097491.05,2020-11-07,Abidjan,
100397,104,702173.43,2021-02-12,Kribi,
100398,104,1106832.08,2021-02-24,Kribi,
100399,100,1757197.46,2020-10-04,Kribi,
100400,100,345122.04,2020-02-23,Abidjan,
100401,101,1889798.03,2022-02-20,Libreville,
100402,102,820356.44,2020-02-14,Libreville,
100403,104,1180149.43,2022-08-23,Kribi,
100404,100,1592575.9,2022-04-04,Libreville,
100405,102,1707072.97,2022-12-11,Douala,
100406,104,1797264.6,2020-09-26,Libreville,
100407,102,1684861.56,2022-09-19,Libreville,
100408,105,1374630.85,2021-06-05,Dakar,
100409,105,263677.45,2022-12-08,Dakar,
100410,102,476449.46,2020-03-07,Douala,
100411,100,956268.4,2022-02-09,Kribi,
100412,101,1882007.14,2021-10-02,Libreville,
100413,104,1404517.17,2020-03-30,Abidjan,
100414,100,515817.4,2021-02-16,Douala,
100415,101,1667596.66,2021-10-02,Abidjan,
100416,104,1348635.97,2021-02-25,Dakar,
100417,102,1647495.58,2019-11-15,Douala,
100418,101,207685.49,2020-10-23,Yaounde,
100419,101,1674337.14,2021-06-12,Yaounde,
100420,100,1034917.58,2022-08-19,Dakar,
100421,105,312563.2,2022-03-31,Libreville,
100422,102,903681.22,2022-11-01,Yaounde,
100423,101,1121299.85,2022-07-09,Dakar,
100424,102,52551.63,2020-01-10,Dakar,
100425,101,931841.59,2021-06-13,Dakar,
100426,100,1094400.5,2022-03-31,Douala,
100427,103,64209.54,2019-10-05,Douala,
100428,103,93329.63,2021-04-28,Libreville,
100429,103,1587322.6,2021-01-25,Kribi,
100430,105,1828337.87,2022-01-04,Kribi,
100431,105,1261247.23,2022-08-18,Yaounde,
100432,101,25126.88,2020-11-07,Kribi,
100433,105,1609020.22,2022-12-25,Dakar,
100434,104,737109.24,2020-04-10,Dakar,
100435,100,1221662.78,2021-04-07,Libreville,
100436,105,984188,2021-10-27,Kribi,
100437,100,1560743.39,2021-10-25,Abidjan,
100438,100,1871984.02,2020-05-05,Yaounde,
100439,103,133086,2020-01-06,Yaounde,
100440,100,1955528.48,2021-05-15,Abidjan,
100441,104,180628.96,2022-04-10,Libreville,
100442,102,276516.55,2022-01-09,Dakar,
100443,103,1884152.96,2022-03-03,Yaounde,
100444,104,193681.47,2022-05-31,Yaounde,
100445,104,1053032.71,2021-02-15,Dakar,
100446,100,629632.65,2021-02-08,Kribi,
100447,105,1585426.41,2020-11-26,Kribi,
100448,100,485733.54,2020-10-05,Abidjan,
100449,105,249909.55,2020-10-04,Abidjan,
100450,101,1382914.78,2021-10-18,Yaounde,
100451,102,1942087.63,2022-11-18,Yaounde,
100452,103,847892.72,2021-06-13,Kribi,
100453,101,1467311.09,2021-07-06,Douala,
100454,101,1967428.87,2020-07-19,Douala,
100455,105,779096.86,2021-05-29,Yaounde,
100456,105,380733.64,2020-11-12,Kribi,
100457,104,645829.13,2020-12-29,Libreville,
100458,102,176764.77,2020-08-01,Douala,
100459,104,620675.32,2019-10-29,Yaounde,
100460,103,1624430.32,2021-08-19,Douala,
100461,103,970065.23,2020-11-23,Kribi,
100462,103,844095.84,2022-08-26,Abidjan,
100463,103,591757.09,2021-09-02,Libreville,
100464,101,1432649.2,2019-12-31,Yaounde,
100465,103,1364508.2,2021-11-15,Douala,
100466,102,717703.2,2021-05-28,Douala,
100467,105,627498.12,2021-06-04,Kribi,
100468,102,1945373.08,2020-02-05,Yaounde,
100469,102,325467.62,2021-10-04,Abidjan,
100470,102,520998.4,2021-10-26,Dakar,
100471,105,1289569.18,2020-10-26,Yaounde,
100472,105,1039238.84,2020-05-08,Abidjan,
100473,103,1473731.69,2022-06-06,Douala,
100474,103,1883980.93,2022-05-28,Yaounde,
100475,105,267609.79,2021-12-17,Dakar,
100476,102,592882.32,2021-05-01,Libreville,
100477,102,1406713.38,2021-04-28,Abidjan,
100478,104,1947184.76,2022-10-01,Abidjan,
100479,103,1787857.32,2020-05-26,Dakar,
100480,105,1763704.11,2019-12-26,Libreville,
100481,102,588103.72,2021-02-12,Douala,
100482,103,193394.94,2021-06-29,Dakar,
100483,103,1806431.9,2022-05-18,Libreville,
100484,105,1745299.79,2022-06-09,Libreville,
100485,104,1050316.48,2020-09-20,Douala,
100486,104,1272782.58,2019-12-09,Abidjan,
100487,100,228852.82,2021-03-24,Dakar,
100488,101,1804320.07,2022-03-19,Douala,
100489,100,1742226.52,2020-09-22,Abidjan,
100490,101,778272.86,2019-10-21,Dakar,
100491,104,62008.92,2020-06-17,Abidjan,
100492,103,1659131.4,2022-07-21,Dakar,
100493,101,392524.07,2021-11-21,Abidjan,
100494,105,975528.15,2022-09-07,Abidjan,
100495,101,701828.4,2022-02-08,Kribi,
100496,102,757215.25,2019-10-21,Dakar,
100497,100,394867.26,2021-08-19,Kribi,
100498,102,150031.89,2021-06-22,Yaounde,
100499,102,240874.24,2020-10-17,Douala,
100500,104,1475702.36,2019-11-23,Abidjan,
100501,101,105862.06,2022-11-22,Dakar,
100502,105,877497.34,2019-12-28,Dakar,
100503,104,783161.68,2021-09-30,Abidjan,
100504,102,462175.4,2020-04-06,Douala,
100505,104,1127520.58,2020-11-26,Yaounde,
100506,101,1484277.2,2020-11-08,Dakar,
100507,101,515240.43,2021-05-05,Yaounde,
100508,105,243021.32,2021-03-19,Abidjan,
100509,101,1308924.54,2022-07-29,Douala,
100510,105,756435.03,2020-05-24,Abidjan,
100511,101,1001372.66,2021-10-21,Libreville,
100512,104,711201.56,2020-10-22,Douala,
100513,102,23512.55,2020-07-21,Douala,
100514,103,375898.47,2021-03-02,Douala,
100515,104,308611.34,2020-12-14,Libreville,
100516,101,1541202.78,2020-05-26,Douala,
100517,101,1183346.07,2020-10-23,Libreville,
100518,103,1428661.78,2019-12-14,Libreville,
100519,100,549715.58,2021-05-23,Douala,
100520,103,1357788.65,2021-04-28,Libreville,
100521,105,1884617.62,2021-10-05,Libreville,
100522,105,1860804.94,2022-02-03,Dakar,
100523,105,613013.63,2022-12-20,Douala,
100524,105,318204.53,2021-07-20,Douala,
100525,101,1219738.2,2022-11-10,Yaounde,
100526,100,363223.81,2022-02-21,Kribi,
100527,103,498858.33,2020-03-19,Douala,
100528,100,247005.59,2021-01-30,Yaounde,
100529,101,1261403.1,2021-11-29,Abidjan,
100530,105,227232.47,2021-12-19,Dakar,
100531,100,110507.67,2022-08-08,Kribi,
100532,105,611990.97,2022-03-23,Abidjan,
100533,103,631768.31,2020-02-02,Dakar,
100534,102,179850.59,2022-08-24,Douala,
100535,103,419414.69,2021-10-04,Yaounde,
100536,102,1975275.33,2020-02-10,Abidjan,
100537,102,305234.69,2022-12-15,Kribi,
100538,103,1520450.22,2020-08-14,Dakar,
100539,102,32588.28,2022-03-19,Yaounde,
100540,100,1796429.61,2019-10-13,Abidjan,
100541,101,1060269.61,2020-12-06,Dakar,
100542,102,1922929.25,2022-07-30,Abidjan,
100543,104,733361.14,2021-05-28,Dakar,
100544,101,1471368.66,2022-02-28,Yaounde,
100545,102,951533.8,2020-02-20,Douala,
100546,104,1003271.91,2022-12-18,Abidjan,
100547,103,1923101.31,2021-02-08,Libreville,
100548,101,94196.99,2020-12-29,Abidjan,
100549,102,1167683.45,2021-06-21,Dakar,
100550,102,1815747.03,2022-10-10,Kribi,
100551,105,481627.12,2020-01-24,Dakar,
100552,103,199875.47,2020-06-22,Yaounde,
100553,101,735034.03,2020-03-08,Abidjan,
100554,105,815777.95,2019-11-28,Kribi,
100555,100,1824743.31,2021-05-15,Douala,
100556,100,1539870.59,2019-12-06,Douala,
100557,101,167969.28,2021-06-10,Kribi,
100558,102,1387284.36,2020-01-04,Abidjan,
100559,102,1349678.22,2021-12-26,Abidjan,
100560,102,1806694.96,2020-12-11,Dakar,
100561,101,1413637.99,2020-01-15,Dakar,
100562,102,361838.59,2020-06-10,Douala,
100563,103,425068.25,2021-07-27,Dakar,
100564,101,1919609.01,2021-09-09,Yaounde,
100565,100,888571.64,2021-01-08,Yaounde,
100566,102,335353.85,2021-09-18,Yaounde,
100567,104,451760.33,2019-12-25,Dakar,
100568,100,1392272.63,2022-01-06,Yaounde,
100569,102,1129537.71,2020-08-27,Libreville,
100570,104,1166640.44,2021-11-15,Douala,
100571,104,88223.66,2019-10-10,Abidjan,
100572,105,1614896.55,2021-06-18,Dakar,
100573,105,104902.27,2020-02-10,Yaounde,
100574,102,1899485.49,2022-10-21,Douala,
100575,103,605425.47,2022-05-14,Douala,
100576,105,1542281.46,2021-02-04,Abidjan,
100577,101,1826327.95,2020-04-22,Dakar,
100578,101,1492895.62,2020-06-25,Yaounde,
100579,104,1366212.41,2021-04-05,Libreville,
100580,101,94118.32,2021-12-11,Yaounde,
100581,100,231080.72,2022-10-05,Abidjan,
100582,101,338123.65,2022-10-11,Douala,
100583,101,1038006.75,2021-10-30,Abidjan,
100584,103,251772.03,2021-01-06,Abidjan,
100585,105,1914982.89,2020-12-10,Yaounde,
100586,100,645803.98,2020-12-31,Kribi,
100587,100,1334025.09,2021-10-27,Douala,
